car_park_no,x_coord,y_coord,xy_coord,LatLng,Latitude,Longitude,car_park_type,type_of_parking_system,short_term_parking,free_parking,night_parking,car_park_decks,gantry_height,car_park_basement
SB42,26100.1921,47335.3308,"26100.1921, 47335.3308","1.444351509024854,103.81624692611014",1.444351509024854,103.81624692611014,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,8,2.15,N
SB43,27621.3632,47413.9109,"27621.3632, 47413.9109","1.4450622176165968,103.82991615124104",1.4450622176165968,103.82991615124104,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,7,2.15,N
SB44,27861.4431,48160.6538,"27861.4431, 48160.6538","1.451815459500299,103.83207350346895",1.451815459500299,103.83207350346895,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,12,2.15,N
SB45,27717.054,47227.8747,"27717.054, 47227.8747","1.4433797828211798,103.83077602984328",1.4433797828211798,103.83077602984328,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,2,2.15,N
SB46,28115.5097,47515.5307,"28115.5097, 47515.5307","1.445981228213657,103.8343565479375",1.445981228213657,103.8343565479375,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,13,2.15,N
SB5,26317.2063,47530.1084,"26317.2063, 47530.1084","1.4461130124687818,103.81819700153801",1.4461130124687818,103.81819700153801,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12,2.15,N
SB6,26802.1975,47444.0071,"26802.1975, 47444.0071","1.4453343722915282,103.8225551339389",1.4453343722915282,103.8225551339389,MULTI-STOREY CAR PARK,COUPON PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,6,2.15,N
SB7,25962.1661,47586.3759,"25962.1661, 47586.3759","1.4466218492175056,103.81500660787951",1.4466218492175056,103.81500660787951,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12,2.15,N
SB8,26209.1886,47639.8142,"26209.1886, 47639.8142","1.4471051404443391,103.81722634798936",1.4471051404443391,103.81722634798936,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12,2.15,N
SB9,26015.7785,47701.567,"26015.7785, 47701.567","1.4476635945894354,103.81548836061724",1.4476635945894354,103.81548836061724,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12,2.15,N
SDM,32577.6928,32750.7372,"32577.6928, 32750.7372","1.3124540103753428,103.87445140849478",1.3124540103753428,103.87445140849478,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,5,1.9,N
SDM2,33023.254,33156.8404,"33023.254, 33156.8404","1.3161265764127863,103.87845506092047",1.3161265764127863,103.87845506092047,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,4,2.15,N
SD1,32870.5864,33205.4777,"32870.5864, 33205.4777","1.3165664573660216,103.87708327313743",1.3165664573660216,103.87708327313743,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N
SD10,32536.1875,32664.7148,"32536.1875, 32664.7148","1.3116760641554737,103.87407845036469",1.3116760641554737,103.87407845036469,SURFACE CAR PARK,COUPON PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,0,0,N
SD11,33133.8433,33184.8063,"33133.8433, 33184.8063","1.3163794705696827,103.87944876623365",1.3163794705696827,103.87944876623365,SURFACE CAR PARK,ELECTRONIC PARKING,NO,NO,YES,0,0,N
SD2,33013.2144,33244.1573,"33013.2144, 33244.1573","1.316916237285508,103.87836486421523",1.316916237285508,103.87836486421523,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,0,4.5,N
SD3,33111.4554,33289.2189,"33111.4554, 33289.2189","1.317323740218192,103.87924761691342",1.317323740218192,103.87924761691342,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N
SD4,33222.1008,33206.111,"33222.1008, 33206.111","1.3165721268923896,103.88024180807925",1.3165721268923896,103.88024180807925,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N
SD5,33185.7148,33337.7578,"33185.7148, 33337.7578","1.3177626942028613,103.87991488356155",1.3177626942028613,103.87991488356155,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N
SD9,32471.3589,32673.4722,"32471.3589, 32673.4722","1.3117552720735097,103.873495934933",1.3117552720735097,103.873495934933,SURFACE CAR PARK,ELECTRONIC PARKING,NO,NO,YES,0,4.15,N
SE1R,32008.2454,39269.0556,"32008.2454, 39269.0556","1.3714031570388971,103.86933550513844",1.3714031570388971,103.86933550513844,SURFACE CAR PARK,COUPON PARKING,7AM-10.30PM,NO,NO,0,0,N
SE11,32462.735,39138.1824,"32462.735, 39138.1824","1.370219527127768,103.87341939605955",1.370219527127768,103.87341939605955,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,0,4.5,N
SE12,32425.9955,37769.0271,"32425.9955, 37769.0271","1.357837441954421,103.87308906262112",1.357837441954421,103.87308906262112,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N
SE13,32118.9668,37628.3516,"32118.9668, 37628.3516","1.3565652731816285,103.87033018866529",1.3565652731816285,103.87033018866529,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N
SE14,32080.9673,37405.0495,"32080.9673, 37405.0495","1.354545823676238,103.86998870799243",1.354545823676238,103.86998870799243,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,0,N
SE15,32016.5748,37221.793,"32016.5748, 37221.793","1.3528885340067793,103.8694100753399",1.3528885340067793,103.8694100753399,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,0,4.5,N
SE16,31828.4814,37191.2676,"31828.4814, 37191.2676","1.3526124992008406,103.86771993202615",1.3526124992008406,103.86771993202615,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N
SE17,31827.3152,37091.2582,"31827.3152, 37091.2582","1.3517080543538977,103.86770944025186",1.3517080543538977,103.86770944025186,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,0,0,N
