car_park_no,x_coord,y_coord,xy_coord,LatLng,Latitude,Longitude,car_park_type,type_of_parking_system,short_term_parking,free_parking,night_parking,car_park_decks,gantry_height,car_park_basement
GE1E,33687.9721,33553.6719,"33687.9721, 33553.6719","1.3197152459937729,103.88442796140502",1.3197152459937729,103.88442796140502,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,0,N
GE1F,33666.5701,33497.1087,"33666.5701, 33497.1087","1.3192037149877258,103.88423564297759",1.3192037149877258,103.88423564297759,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,0,N
GE1G,33897.2922,33690.8917,"33897.2922, 33690.8917","1.3209561673761994,103.88630883691258",1.3209561673761994,103.88630883691258,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,0,0,N
GE2,33733.7656,33357.2852,"33733.7656, 33357.2852","1.3179391946376224,103.88483940315518",1.3179391946376224,103.88483940315518,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,5.4,N
GE3,34014.6484,33308.1484,"34014.6484, 33308.1484","1.3174947672647948,103.88736326883166",1.3174947672647948,103.88736326883166,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,0,N
GE5,34037.1328,33202.9687,"34037.1328, 33202.9687","1.3165435597110386,103.88756528203518",1.3165435597110386,103.88756528203518,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N
GMLM,22713.9209,32338.0954,"22713.9209, 32338.0954","1.3087221283829178,103.78582062094905",1.3087221283829178,103.78582062094905,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,NO,SUN & PH FR 7AM-10.30PM,YES,7,2.15,N
GM1A,22836.9123,32767.7127,"22836.9123, 32767.7127","1.3126074368931415,103.7869256859535",1.3126074368931415,103.7869256859535,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,2,2.15,N
GM1B,22985.068,32801.7739,"22985.068, 32801.7739","1.3129154973190529,103.78825693229976",1.3129154973190529,103.78825693229976,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,2,2.15,N
GM1M,22552.3566,32407.3317,"22552.3566, 32407.3317","1.3093482457828256,103.78436887636177",1.3093482457828256,103.78436887636177,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,7,2.15,N
GM2,22974.2865,32655.7823,"22974.2865, 32655.7823","1.3115952056905347,103.78816007889027",1.3115952056905347,103.78816007889027,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N
GM2A,22874.5952,32575.0244,"22874.5952, 32575.0244","1.3108648469873718,103.78726431721796",1.3108648469873718,103.78726431721796,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,5,2.15,N
GM3,23051.41,32606.52,"23051.41, 32606.52","1.3111497095581048,103.78885307908006",1.3111497095581048,103.78885307908006,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,0,N
GM5,23013.32,32520.93,"23013.32, 32520.93","1.310375661540492,103.78851083564382",1.310375661540492,103.78851083564382,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,9.99,N
GM6A,23036.915,32422.5932,"23036.915, 32422.5932","1.309486346482517,103.78872286387107",1.309486346482517,103.78872286387107,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,7AM-7PM,SUN & PH FR 7AM-10.30PM,NO,5,2.15,N
GM6B,22917.7735,32435.7026,"22917.7735, 32435.7026","1.3096048832734475,103.78765231804202",1.3096048832734475,103.78765231804202,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,7,2.15,N
GSM,35236.2639,33275.6378,"35236.2639, 33275.6378","1.3172004905882053,103.89834009645199",1.3172004905882053,103.89834009645199,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,7,2.15,N
GSML,35252.7807,33256.2338,"35252.7807, 33256.2338","1.3170250047084604,103.89848850369192",1.3170250047084604,103.89848850369192,SURFACE CAR PARK,ELECTRONIC PARKING,NO,NO,NO,0,2.15,N
HCM,26691.3633,30161.685,"26691.3633, 30161.685","1.2890399569899227,103.82155994004546",1.2890399569899227,103.82155994004546,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,11,2.1,N
HDBH,29669.4119,34933.9237,"29669.4119, 34933.9237","1.3321981781667838,103.84831918861804",1.3321981781667838,103.84831918861804,BASEMENT CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,3,2.1,Y
HE1,26779.8906,30181.1563,"26779.8906, 30181.1563","1.2892160513300615,103.82235539349982",1.2892160513300615,103.82235539349982,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,0,4.5,N
HE12,26367.5806,30069.2434,"26367.5806, 30069.2434","1.2882039363880697,103.81865062409693",1.2882039363880697,103.81865062409693,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N
HE14,26768.4355,29793.2871,"26768.4355, 29793.2871","1.2857083146370358,103.822252479851",1.2857083146370358,103.822252479851,SURFACE CAR PARK,COUPON PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,0,N
HE17,26561.0277,29871.6493,"26561.0277, 29871.6493","1.2864169826820302,103.82038883429836",1.2864169826820302,103.82038883429836,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,0,N
HE19,26627.3867,30326.9473,"26627.3867, 30326.9473","1.290534521352294,103.82098507677378",1.290534521352294,103.82098507677378,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,5.4,N
HE22,26834.7218,30269.4645,"26834.7218, 30269.4645","1.290014677979703,103.82284807115491",1.290014677979703,103.82284807115491,SURFACE CAR PARK,COUPON PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,0,2.2,N
HE24,26627.4121,29677.5937,"26627.4121, 29677.5937","1.2846620232398822,103.8209853332595",1.2846620232398822,103.8209853332595,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,0,N
HE3,26708.25,29683.2227,"26708.25, 29683.2227","1.2847129331278078,103.82171169357578",1.2847129331278078,103.82171169357578,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,0,N
HE4,26827.4609,29545.2148,"26827.4609, 29545.2148","1.2834648486898619,103.82278285586594",1.2834648486898619,103.82278285586594,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,0,N
HE9,26650.6074,29571.3613,"26650.6074, 29571.3613","1.2837013002482272,103.82119375674851",1.2837013002482272,103.82119375674851,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,0,N
HG1,34773.983,38245.6192,"34773.983, 38245.6192","1.3621471064747988,103.89418737762168",1.3621471064747988,103.89418737762168,SURFACE CAR PARK,COUPON PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,9.99,N
HG1A,35619.4738,40071.2687,"35619.4738, 40071.2687","1.3786573335646437,103.90178514708165",1.3786573335646437,103.90178514708165,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,14,2.15,N
HG1B,35497.5223,39745.8425,"35497.5223, 39745.8425","1.3757143428025023,103.90068924117774",1.3757143428025023,103.90068924117774,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,14,2.15,N
HG1C,35829.7203,39930.3842,"35829.7203, 39930.3842","1.3773831761212951,103.90367432798354",1.3773831761212951,103.90367432798354,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,8,2.15,N
HG1D,34765.7308,38421.4154,"34765.7308, 38421.4154","1.3637369380938333,103.89411326593324",1.3637369380938333,103.89411326593324,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,10,2.15,N
HG10,34361.8201,37404.5949,"34361.8201, 37404.5949","1.3545413132964752,103.89048363900778",1.3545413132964752,103.89048363900778,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,0,4.5,N
HG11,34862.2295,38666.4192,"34862.2295, 38666.4192","1.3659526311135306,103.89498042838778",1.3659526311135306,103.89498042838778,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,0,N
HG12,35216.1904,38747.8164,"35216.1904, 38747.8164","1.3666886701716519,103.89816102880663",1.3666886701716519,103.89816102880663,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,0,N
HG13,35261.0156,38873.8796,"35261.0156, 38873.8796","1.36782872365612,103.89856384475543",1.36782872365612,103.89856384475543,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,0,N
HG14,35023.2798,39024.5479,"35023.2798, 39024.5479","1.3691913641766416,103.89642766004123",1.3691913641766416,103.89642766004123,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,0,5.4,N
HG15,33942.0874,37892.5664,"33942.0874, 37892.5664","1.3589544175424426,103.88671216762374",1.3589544175424426,103.88671216762374,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,0,9.99,N
HG16,34095.5904,37977.2274,"34095.5904, 37977.2274","1.3597200264230844,103.8880915105221",1.3597200264230844,103.8880915105221,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,0,9.99,N
HG17,34080.7076,37750.4416,"34080.7076, 37750.4416","1.3576690701192122,103.88795773264533",1.3576690701192122,103.88795773264533,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N
HG18,34191.1758,37792.5508,"34191.1758, 37792.5508","1.3580498659729359,103.8889503704096",1.3580498659729359,103.8889503704096,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,0,2.4,N
HG19,33618.2651,37216.3433,"33618.2651, 37216.3433","1.3528389908175131,103.88380228402946",1.3528389908175131,103.88380228402946,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,5.4,N
HG2,34533.3906,38329.9531,"34533.3906, 38329.9531","1.3629098421508403,103.89202551212996",1.3629098421508403,103.89202551212996,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,9.99,N
HG2A,35501.0297,39817.8795,"35501.0297, 39817.8795","1.3763658152452791,103.90072077597202",1.3763658152452791,103.90072077597202,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,2,2.15,N
HG2B,33468.3697,39724.6803,"33468.3697, 39724.6803","1.375523408238677,103.8824558383747",1.375523408238677,103.8824558383747,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,14,2.15,N
HG2C,35112.2965,39125.1711,"35112.2965, 39125.1711","1.3701013382804765,103.89722756111969",1.3701013382804765,103.89722756111969,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,14,2.15,N
HG2D,33994.2969,40153.4168,"33994.2969, 40153.4168","1.379400625155868,103.88718176061492",1.379400625155868,103.88718176061492,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,NO,NO,0,0,N
HG20,33910.4258,36933.0703,"33910.4258, 36933.0703","1.3502771274065,103.88642747839879",1.3502771274065,103.88642747839879,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,0,4.5,N
HG22,33243.2373,37175.2101,"33243.2373, 37175.2101","1.3524670668542984,103.88043241301506",1.3524670668542984,103.88043241301506,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,0,4.5,N
HG23,34480.0781,37732.4375,"34480.0781, 37732.4375","1.357506164039673,103.89154633393696",1.357506164039673,103.89154633393696,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,0,4.5,N
HG24,34496.2494,37985.1602,"34496.2494, 37985.1602","1.359791682588494,103.89169169847366",1.359791682588494,103.89169169847366,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,0,5,N
HG25,33961.8596,37988.3801,"33961.8596, 37988.3801","1.359820914073475,103.88688985296895",1.359820914073475,103.88688985296895,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,0,4.5,N
HG26,35293.1914,39057.5898,"35293.1914, 39057.5898","1.369490116250075,103.8988530116172",1.369490116250075,103.8988530116172,SURFACE CAR PARK,COUPON PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,0,N
HG29,35318.5017,39372.252,"35318.5017, 39372.252","1.3723357871983666,103.8990805199132",1.3723357871983666,103.8990805199132,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,0,N
HG3A,33282.6779,40818.5609,"33282.6779, 40818.5609","1.38541605669861,103.8807874596702",1.38541605669861,103.8807874596702,MULTI-STOREY CAR PARK,COUPON PARKING,WHOLE DAY,NO,YES,14,2.15,N
HG3B,33375.828,40694.4027,"33375.828, 40694.4027","1.3842932031049249,103.88162446128094",1.3842932031049249,103.88162446128094,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,7,2.15,N
HG3C,33418.229,40968.2736,"33418.229, 40968.2736","1.386769972958454,103.88200551680801",1.386769972958454,103.88200551680801,MULTI-STOREY CAR PARK,COUPON PARKING,WHOLE DAY,NO,YES,15,2.15,N
HG3D,33158.7215,40684.5984,"33158.7215, 40684.5984","1.3842045761464359,103.87967359380649",1.3842045761464359,103.87967359380649,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,11,2.15,N
HG30,35083.1678,39473.6275,"35083.1678, 39473.6275","1.3732526436448984,103.89696590263036",1.3732526436448984,103.89696590263036,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,2.9,N
HG31,35011.0401,39719.7005,"35011.0401, 39719.7005","1.37547804530558,103.89631784227187",1.37547804530558,103.89631784227187,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N
HG32,33869.4973,39265.7089,"33869.4973, 39265.7089","1.3713725789016424,103.88606016822612",1.3713725789016424,103.88606016822612,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N
HG33,33681.9766,39065.4219,"33681.9766, 39065.4219","1.3695613008400578,103.88437512406463",1.3695613008400578,103.88437512406463,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N
HG34,33362.3594,39106.8477,"33362.3594, 39106.8477","1.369935998892864,103.88150314751665",1.369935998892864,103.88150314751665,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N
HG35,34192.6367,38725.0781,"34192.6367, 38725.0781","1.3664832662526303,103.8889636909721",1.3664832662526303,103.8889636909721,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,0,N
HG36,34041.3045,38684.032,"34041.3045, 38684.032","1.3661120931935768,103.887603858858",1.3661120931935768,103.887603858858,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,0,N
HG37,34015.3359,39445.9023,"34015.3359, 39445.9023","1.3730021457945976,103.88737066749736",1.3730021457945976,103.88737066749736,SURFACE CAR PARK,ELECTRONIC PARKING,NO,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N
HG38,34274.4064,39391.9731,"34274.4064, 39391.9731","1.3725143778343427,103.88969858878461",1.3725143778343427,103.88969858878461,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N
HG39,33859.2191,39106.9608,"33859.2191, 39106.9608","1.3699369272219055,103.88596778000219",1.3699369272219055,103.88596778000219,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,0,N
HG4,34417.4102,38475.2617,"34417.4102, 38475.2617","1.3642239797591365,103.8909833814152",1.3642239797591365,103.8909833814152,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,9.99,N
HG40,34539.9612,37136.0181,"34539.9612, 37136.0181","1.3521123745343213,103.89208429277754",1.3521123745343213,103.89208429277754,SURFACE CAR PARK,COUPON PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,0,N
HG41,33122.7539,39254.3111,"33122.7539, 39254.3111","1.3712696410619638,103.87935014959957",1.3712696410619638,103.87935014959957,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N
HG42,33575.4429,39573.3197,"33575.4429, 39573.3197","1.3741545439498701,103.88341793980318",1.3741545439498701,103.88341793980318,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N
HG43,33674.0721,39346.8732,"33674.0721, 39346.8732","1.372106634351605,103.8843041504302",1.372106634351605,103.8843041504302,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,9.99,N
HG44,33899.488,39516.6851,"33899.488, 39516.6851","1.3736423002906764,103.88632970578874",1.3736423002906764,103.88632970578874,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,0,9.99,N
HG45,33877.2539,39766.0352,"33877.2539, 39766.0352","1.3758973262915735,103.88612996606001",1.3758973262915735,103.88612996606001,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N
HG46,33969.957,39760.9531,"33969.957, 39760.9531","1.3758513471374336,103.88696296935356",1.3758513471374336,103.88696296935356,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N
HG47,34748.896,39244.171,"34748.896, 39244.171","1.3711776105745537,103.89396218056883",1.3711776105745537,103.89396218056883,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,8,1.9,N
HG48,34763.52,39713.1288,"34763.52, 39713.1288","1.3754186715400922,103.8940936945961",1.3754186715400922,103.8940936945961,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,9.99,N
HG49,34837.5859,40085.5664,"34837.5859, 40085.5664","1.3787868289867493,103.89475931621195",1.3787868289867493,103.89475931621195,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N
HG5,34565.1384,38599.6502,"34565.1384, 38599.6502","1.3653488666943359,103.89231084686928",1.3653488666943359,103.89231084686928,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,0,N
HG50,34456.3578,39923.9507,"34456.3578, 39923.9507","1.377325328527443,103.89133366724926",1.377325328527443,103.89133366724926,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,0,2,N
HG51,34320.5249,40069.8193,"34320.5249, 40069.8193","1.378644534657137,103.89011314111744",1.378644534657137,103.89011314111744,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,5.4,N
HG52,34280.7309,40250.2304,"34280.7309, 40250.2304","1.380276108137881,103.8897556013237",1.380276108137881,103.8897556013237,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,9.99,N
HG53,34386.2027,39209.6336,"34386.2027, 39209.6336","1.370865349121974,103.89070311855157",1.370865349121974,103.89070311855157,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,10,1.87,N
HG54,33679.7387,37636.4156,"33679.7387, 37636.4156","1.3566379440792016,103.88435474296313",1.3566379440792016,103.88435474296313,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,10,1.86,N
HG55,34665.4285,39409.9585,"34665.4285, 39409.9585","1.3726769445834932,103.89321220362504",1.3726769445834932,103.89321220362504,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,0,0,N
HG56,34321.5593,39246.2794,"34321.5593, 39246.2794","1.371196772851368,103.89012225996771",1.371196772851368,103.89012225996771,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,NO,NO,0,4.5,N
HG57,35081.043,37491.8984,"35081.043, 37491.8984","1.3553306888137826,103.89694633907304",1.3553306888137826,103.89694633907304,SURFACE CAR PARK,COUPON PARKING,7AM-10.30PM,NO,NO,0,0,N
HG58,35056,37688.4219,"35056, 37688.4219","1.3571079738161973,103.89672135782126",1.3571079738161973,103.89672135782126,SURFACE CAR PARK,COUPON PARKING,7AM-10.30PM,NO,NO,0,0,N
HG59,34677.457,36999.3906,"34677.457, 36999.3906","1.350876740141757,103.8933197492866",1.350876740141757,103.8933197492866,SURFACE CAR PARK,COUPON PARKING,WHOLE DAY,NO,YES,0,0,N
HG60,34440.7881,40108.8916,"34440.7881, 40108.8916","1.3789978625294639,103.89119380253821",1.3789978625294639,103.89119380253821,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,11,2,N
HG61,34213.8314,40180.7212,"34213.8314, 40180.7212","1.379647509353437,103.88915444526663",1.379647509353437,103.88915444526663,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,7,2,N
HG62,34147.6282,40310.4206,"34147.6282, 40310.4206","1.3808204721884094,103.8885595878421",1.3808204721884094,103.8885595878421,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,10,2,N
HG63,35127.5269,39373.949,"35127.5269, 39373.949","1.3723511810230986,103.89736447669242",1.3723511810230986,103.89736447669242,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,11,2,N
HG64,33895.9179,39593.254,"33895.9179, 39593.254","1.374334759201808,103.88629764114172",1.374334759201808,103.88629764114172,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,0,0,N
HG65,34622.7764,36051.0336,"34622.7764, 36051.0336","1.3423001937673082,103.8928282017792",1.3423001937673082,103.8928282017792,SURFACE CAR PARK,COUPON PARKING,7AM-10.30PM,NO,NO,0,0,N
HG66,34913.4572,35860.8756,"34913.4572, 35860.8756","1.3405804161097485,103.89544009894698",1.3405804161097485,103.89544009894698,SURFACE CAR PARK,COUPON PARKING,7AM-10.30PM,NO,NO,0,0,N
HG67,34955.3741,39587.9068,"34955.3741, 39587.9067999999","1.3742861697726405,103.89581761223404",1.3742861697726405,103.89581761223404,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N
HG68,34512.6726,39104.8807,"34512.6726, 39104.8807","1.3699179786093443,103.89183951650678",1.3699179786093443,103.89183951650678,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,10,2,N
HG69,34638.456,39111.1082,"34638.456, 39111.1082","1.369974269560399,103.89296976968906",1.369974269560399,103.89296976968906,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,10,2,N
HG7,34063.4941,37305.6551,"34063.4941, 37305.6551","1.3536466037168613,103.88780296819147",1.3536466037168613,103.88780296819147,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N
HG70,34141.9377,40105.4776,"34141.9377, 40105.4776","1.3789670518544024,103.88850841177982",1.3789670518544024,103.88850841177982,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,10,2.15,N
HG71,33904.3999,39964.9457,"33904.3999, 39964.9457","1.3776961869985322,103.88637393223652",1.3776961869985322,103.88637393223652,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,10,2.15,N
HG72,33852.9205,40066.849,"33852.9205, 40066.849","1.3786177695621749,103.88591137249983",1.3786177695621749,103.88591137249983,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12,2.15,N
HG73,33590.2913,40031.4783,"33590.2913, 40031.4783","1.378297942501672,103.88355144997523",1.378297942501672,103.88355144997523,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12,2.15,N
HG74,34093.2753,36992.4181,"34093.2753, 36992.4181","1.3508138083522057,103.88807050786592",1.3508138083522057,103.88807050786592,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12,2.15,N
HG75,34196.4873,36967.1434,"34196.4873, 36967.1434","1.3505852129434268,103.88899792741364",1.3505852129434268,103.88899792741364,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12,2.15,N
HG76,33136.498,37101.9975,"33136.498, 37101.9975","1.3518049800294423,103.87947327997877",1.3518049800294423,103.87947327997877,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,7,2.15,N
HG77,33667.3839,39716.3125,"33667.3839, 39716.3125","1.375447695519029,103.88424412293281",1.375447695519029,103.88424412293281,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,10,2.15,N
